# vehicleID, year, month, fuel / hours, lat, long
1032481,2019,4,53.99679232602189,0,0
1032652,2019,4,40.66784542265475,0,0
1032668,2019,4,46.94588584136399,0,0
1032788,2019,4,64.02299449118864,0,0
1032904,2019,4,38.24418070629185,0,0
1033008,2019,4,42.66880515036917,0,0
1033089,2019,4,56.01099733482958,0,0
1033298,2019,4,50.86218716820871,0,0
1033380,2019,4,44.525918103954005,0,0
1033597,2019,4,74.81104480700908,0,0
1033684,2019,4,48.243976859423434,0,0
1033995,2019,4,56.853737094872464,0,0
1034071,2019,4,38.71715087156882,0,0
1034087,2019,4,59.87742348051041,0,0
1034124,2019,4,45.334970693623795,0,0
1034132,2019,4,45.02557393652938,0,0
1034304,2019,4,37.731562910297995,0,0
1034380,2019,4,41.85815058304141,0,0
1034525,2019,4,45.47745039085987,0,0
1034570,2019,4,59.355719432560235,0,0
1034657,2019,4,52.8318024774585,0,0
1034876,2019,4,53.942243876744804,0,0
1034955,2019,4,51.42698717180195,0,0
1034997,2019,4,49.471917941856894,0,0
1035086,2019,4,56.87064324171151,0,0
1035094,2019,4,51.92221952992489,0,0
1035291,2019,4,41.28491997896158,0,0
1035341,2019,4,45.01769391819436,0,0
1035358,2019,4,37.35732924021488,0,0
1035398,2019,4,40.213002191380546,0,0
1035424,2019,4,49.86229207742078,0,0
1035553,2019,4,42.82373858721768,0,0
1035729,2019,4,45.54653994187417,0,0
1035778,2019,4,50.573463563450275,0,0
1036116,2019,4,44.013264536228,0,0
1036151,2019,4,52.9158777969019,0,0
1036154,2019,4,46.37795999894873,0,0
1036201,2019,4,49.80657110645838,0,0
1036289,2019,4,51.559266025468794,0,0
1036358,2019,4,56.19824300755768,0,0
1036568,2019,4,49.67489759418451,0,0
1036592,2019,4,53.55419900584283,0,0
1036821,2019,4,47.52793208259094,0,0
1036872,2019,4,62.849031522977604,0,0
1037002,2019,4,55.660888220353606,0,0
1037255,2019,4,48.081225872528165,0,0
1037258,2019,4,39.4559625475872,0,0
1037445,2019,4,49.84790439989069,0,0
1037673,2019,4,59.527210535317245,0,0
1037697,2019,4,37.7908216530798,0,0
1037822,2019,4,57.561422015929104,0,0
1037977,2019,4,48.73716839304626,0,0
1037980,2019,4,52.61626025180352,0,0
1038110,2019,4,54.70027165710838,0,0
1038115,2019,4,48.85365150124556,0,0
1038256,2019,4,57.737896003208135,0,0
1038329,2019,4,48.1773670212766,0,0
1038746,2019,4,62.18637814412462,0,0
1038837,2019,4,42.9330516658619,0,0
1038928,2019,4,40.19747066195739,0,0
1038962,2019,4,47.55163398692812,0,0
1039235,2019,4,42.99944024629163,0,0
1039308,2019,4,43.6728329809725,0,0
1039443,2019,4,58.49967681196076,0,0
1039470,2019,4,51.65777701307642,0,0
1039694,2019,4,53.1654366212358,0,0
1039746,2019,4,48.51929448947344,0,0
1039839,2019,4,49.01655675209394,0,0
1039939,2019,4,57.42805495300073,0,0
1039987,2019,4,58.454440296545556,0,0
1040089,2019,4,45.84978089787157,0,0
1040126,2019,4,50.60168485328208,0,0
1040318,2019,4,66.0541918175721,0,0
1040336,2019,4,49.003855050115654,0,0
1040452,2019,4,60.31064212726428,0,0
1040503,2019,4,42.243114639633795,0,0
1040521,2019,4,46.83446889858341,0,0
1040568,2019,4,58.40208158870679,0,0
1040678,2019,4,60.94483942881242,0,0
1040955,2019,4,43.23190879139112,0,0
1041233,2019,4,43.14236503720844,0,0
1041285,2019,4,49.95865126276197,0,0
1041340,2019,4,40.44330521621098,0,0
1041424,2019,4,50.63377499143904,0,0
1041427,2019,4,56.0179544439482,0,0
1041458,2019,4,58.78194973552224,0,0
1041597,2019,4,39.00228146311221,0,0
1041723,2019,4,56.435605204532976,0,0
1041843,2019,4,48.857700816649825,0,0
1041920,2019,4,43.62010637788107,0,0
1022012,2019,4,38.896095284245966,0,0
1022017,2019,4,32.43627963737795,0,0
1022431,2019,4,42.64679502802827,0,0
1022526,2019,4,58.15585357013414,0,0
1022565,2019,4,52.63544161149459,0,0
1022671,2019,4,42.44124408384044,0,0
1022884,2019,4,46.60665611038851,0,0
1023132,2019,4,35.00699482990832,0,0
1023140,2019,4,47.59109733765319,0,0
1023216,2019,4,62.492528442859545,0,0
1023322,2019,4,57.34215727570227,0,0
1023354,2019,4,56.86727376209447,0,0
1023422,2019,4,46.85221047972112,0,0
1023537,2019,4,53.241175806178354,0,0
1023839,2019,4,51.304595321879525,0,0
1024257,2019,4,41.0271505713927,0,0
1024662,2019,4,41.13836789581712,0,0
1025548,2019,4,41.42694097841157,0,0
1025587,2019,4,64.07809343047819,0,0
1025626,2019,4,36.15330255142963,0,0
1025770,2019,4,47.59361146996986,0,0
1025993,2019,4,50.49887311576175,0,0
1026232,2019,4,56.355869864242564,0,0
1026265,2019,4,56.553022928834096,0,0
1026445,2019,4,49.449852431005006,0,0
1026518,2019,4,43.44704283773153,0,0
1026578,2019,4,53.7035262602066,0,0
1026829,2019,4,57.08645949279503,0,0
1027251,2019,4,52.10256545053095,0,0
1027344,2019,4,51.04286064836273,0,0
1027472,2019,4,46.04193616795674,0,0
1027542,2019,4,56.65621939275219,0,0
1027548,2019,4,50.4359088170952,0,0
1027851,2019,4,63.72610131509111,0,0
1027864,2019,4,52.43676552881926,0,0
1028191,2019,4,57.15454373104147,0,0
1028292,2019,4,39.88971183323115,0,0
1028410,2019,4,55.51822521763548,0,0
1028415,2019,4,50.08709333187404,0,0
1028467,2019,4,55.84256944253649,0,0
1028482,2019,4,56.266390922810345,0,0
1028624,2019,4,44.31679350839172,0,0
1028775,2019,4,57.3757205653971,0,0
1028801,2019,4,42.395538243626056,0,0
1028989,2019,4,46.5270002511651,0,0
1029061,2019,4,51.64540415322247,0,0
1029335,2019,4,47.973657145528506,0,0
1029642,2019,4,56.774194519722975,0,0
1029680,2019,4,43.891137211690186,0,0
1030043,2019,4,44.626814799396364,0,0
1030062,2019,4,50.4152888888889,0,0
1030069,2019,4,59.648475326257746,0,0
1030180,2019,4,48.53074665153796,0,0
1030263,2019,4,42.3328476526807,0,0
1030411,2019,4,54.83643459857624,0,0
1030429,2019,4,45.54993765744675,0,0
1030696,2019,4,46.22464161177838,0,0
1030705,2019,4,48.8064203720056,0,0
1030734,2019,4,49.27482673387293,0,0
1031248,2019,4,52.446787736770176,0,0
1031351,2019,4,45.00562608546758,0,0
1031481,2019,4,47.36513761467889,0,0
1031525,2019,4,55.52520335036739,0,0
1031552,2019,4,51.38888407179396,0,0
1031601,2019,4,49.00264646070701,0,0
1031655,2019,4,49.39350532290677,0,0
1031705,2019,4,57.071029505028235,0,0
1031729,2019,4,42.475516208690166,0,0
1031946,2019,4,41.57287019332908,0,0
1031951,2019,4,57.94902189781022,0,0
1032034,2019,4,53.99372551246379,0,0
1032043,2019,4,50.0910703007336,0,0
1032357,2019,4,45.437820367143885,0,0
1032386,2019,4,53.21407987934609,0,0
1032459,2019,4,43.334428164532596,0,0
1032554,2019,4,56.13093493949752,0,0
1032778,2019,4,36.642585089141015,0,0
1032894,2019,4,49.90954017509972,0,0
1032916,2019,4,47.56086443144685,0,0
1033032,2019,4,42.60023683289825,0,0
1033056,2019,4,53.78226036380222,0,0
1033136,2019,4,43.86614232209738,0,0
1033206,2019,4,66.97837650687734,0,0
1033392,2019,4,61.900023573168504,0,0
1033423,2019,4,45.43726721583342,0,0
1033693,2019,4,47.28471634208299,0,0
1033842,2019,4,40.11313849254761,0,0
1034424,2019,4,59.17733907027755,0,0
1034515,2019,4,49.988775455663045,0,0
1034520,2019,4,65.80504631728964,0,0
1034713,2019,4,46.73764376748524,0,0
1034768,2019,4,53.22107328619928,0,0
1034912,2019,4,49.44795076997696,0,0
1034971,2019,4,50.44537070807065,0,0
1035344,2019,4,51.192792218147034,0,0
1035367,2019,4,53.69252110977081,0,0
1035590,2019,4,38.015098137896324,0,0
1035743,2019,4,40.747778247989835,0,0
1035746,2019,4,57.38451143164454,0,0
1035757,2019,4,56.31251425313571,0,0
1036160,2019,4,55.52547439563294,0,0
1036271,2019,4,64.53126264355294,0,0
1036282,2019,4,43.44836413281973,0,0
1036288,2019,4,49.24159459597767,0,0
1036336,2019,4,51.1877669703052,0,0
1036632,2019,4,60.98360610416899,0,0
1036827,2019,4,53.02282958199357,0,0
1036841,2019,4,50.4953760070461,0,0
1036844,2019,4,57.488774263607965,0,0
1037431,2019,4,42.69567119621164,0,0
1037443,2019,4,41.82876855530002,0,0
1037563,2019,4,53.9516696996195,0,0
1037568,2019,4,60.86771281045374,0,0
1037635,2019,4,44.51627283800244,0,0
1037641,2019,4,78.6418485713227,0,0
1037648,2019,4,58.820033999587864,0,0
1037903,2019,4,46.352018816150554,0,0
1037909,2019,4,54.071885613033416,0,0
1038098,2019,4,50.50586053588833,0,0
1038217,2019,4,49.49762835982358,0,0
1038318,2019,4,55.77174780526736,0,0
1038619,2019,4,54.657970933010986,0,0
1038656,2019,4,47.59830392365295,0,0
1038674,2019,4,57.93979588919703,0,0
1038689,2019,4,34.63889281507657,0,0
1038704,2019,4,50.50167308014054,0,0
1038775,2019,4,47.135297301112956,0,0
1038779,2019,4,38.314398187352666,0,0
1038969,2019,4,47.302495242123065,0,0
1039058,2019,4,49.262797627036754,0,0
1039283,2019,4,42.415387252381315,0,0
1039429,2019,4,57.947682744751546,0,0
1039700,2019,4,57.8166309743989,0,0
1039703,2019,4,42.84861381023837,0,0
1039750,2019,4,55.85213196389667,0,0
1039765,2019,4,56.916032171581755,0,0
1039776,2019,4,47.847526319576005,0,0
1039873,2019,4,53.92746021338739,0,0
1040114,2019,4,48.37222167825319,0,0
1040224,2019,4,57.371367120719135,0,0
1040400,2019,4,66.56271302953056,0,0
1040629,2019,4,55.86224624307937,0,0
1040769,2019,4,51.257577022626705,0,0
1041083,2019,4,53.27561523735538,0,0
1041156,2019,4,40.90319640945026,0,0
1041299,2019,4,51.59306892106604,0,0
1041315,2019,4,34.034219708819634,0,0
1041477,2019,4,43.816980484456195,0,0
1041535,2019,4,47.49603799396019,0,0
1041603,2019,4,49.84050115756502,0,0
1022028,2019,4,42.04813359528488,0,0
1022233,2019,4,50.067043839510234,0,0
1022298,2019,4,48.59661950935199,0,0
1022331,2019,4,58.08130169491525,0,0
1022350,2019,4,45.51033185468021,0,0
1022443,2019,4,38.01915330054618,0,0
1022624,2019,4,46.59735571395724,0,0
1022668,2019,4,53.13445710667932,0,0
1022726,2019,4,47.577071852479875,0,0
1022813,2019,4,45.5458909848502,0,0
1022882,2019,4,41.37995649991633,0,0
1022948,2019,4,41.701347305389206,0,0
1022955,2019,4,60.40319459477186,0,0
1023185,2019,4,44.407443794553096,0,0
1023187,2019,4,71.68389622453718,0,0
1023364,2019,4,58.30075005314142,0,0
1023452,2019,4,51.54232776887692,0,0
1023453,2019,4,61.239069876550445,0,0
1023714,2019,4,58.04526290668999,0,0
1023812,2019,4,45.210541734820914,0,0
1023955,2019,4,50.396876501681874,0,0
1024341,2019,4,52.975641850400606,0,0
1024505,2019,4,50.84276317585086,0,0
1024781,2019,4,60.82182487207497,0,0
1024812,2019,4,45.88025317753177,0,0
1024820,2019,4,44.03176750478144,0,0
1024866,2019,4,68.89762880365421,0,0
1024931,2019,4,54.28658944085542,0,0
1025054,2019,4,53.52891175176057,0,0
1025112,2019,4,50.65800982140678,0,0
1025159,2019,4,40.0673437311087,0,0
1025238,2019,4,59.648898595270836,0,0
1025263,2019,4,47.49975466776851,0,0
1025421,2019,4,57.226176525010786,0,0
1025565,2019,4,53.65304782298362,0,0
1025640,2019,4,42.7369183829138,0,0
1025973,2019,4,67.49218229678726,0,0
1025975,2019,4,47.055433347998246,0,0
1025996,2019,4,52.45300368338768,0,0
1026034,2019,4,55.093643621959544,0,0
1026069,2019,4,67.26500846464381,0,0
1026313,2019,4,39.57098095926729,0,0
1026433,2019,4,40.76066037101008,0,0
1026459,2019,4,49.759477472673936,0,0
1026548,2019,4,46.96392597233602,0,0
1026601,2019,4,44.07176671085023,0,0
1026631,2019,4,72.98621562457245,0,0
1026667,2019,4,53.939788181845,0,0
1026813,2019,4,59.66382513661203,0,0
1026866,2019,4,37.439539833772564,0,0
1026906,2019,4,52.71076454496741,0,0
1027049,2019,4,51.02386512502136,0,0
1027177,2019,4,47.87494454303462,0,0
1027218,2019,4,50.04891980401614,0,0
1027286,2019,4,51.71722469764481,0,0
1027406,2019,4,42.70985897544813,0,0
1027624,2019,4,57.411214683558924,0,0
1027723,2019,4,58.57262585812357,0,0
1027856,2019,4,58.084728841942535,0,0
1027897,2019,4,45.02689677793757,0,0
1027925,2019,4,58.07839198992746,0,0
1028112,2019,4,32.826942436167286,0,0
1028114,2019,4,45.63999379700706,0,0
1028128,2019,4,50.44632908873855,0,0
1028333,2019,4,64.14743216490041,0,0
1028340,2019,4,49.501862859418104,0,0
1028495,2019,4,57.84826191453191,0,0
1028575,2019,4,47.838320429657514,0,0
1028586,2019,4,45.237686835944544,0,0
1028687,2019,4,48.53047771818136,0,0
1028763,2019,4,59.702842377260986,0,0
1028866,2019,4,45.175311581351274,0,0
1028879,2019,4,43.69262555626192,0,0
1029051,2019,4,45.791988109561885,0,0
1029116,2019,4,48.20016818647676,0,0
1029152,2019,4,56.978133884724734,0,0
1029511,2019,4,44.227669794181324,0,0
1029696,2019,4,40.81144926752798,0,0
1029704,2019,4,53.24359093875269,0,0
1029722,2019,4,57.98720363560259,0,0
1029795,2019,4,42.00253391348862,0,0
1029884,2019,4,35.0779995613073,0,0
1029911,2019,4,49.41585063709296,0,0
1030087,2019,4,47.3537852912991,0,0
1030215,2019,4,57.62773279352226,0,0
1030355,2019,4,59.10393331596769,0,0
1030425,2019,4,53.311786046232726,0,0
1030587,2019,4,50.08262024980069,0,0
1030602,2019,4,56.25221089758549,0,0
1030664,2019,4,46.53619909502262,0,0
1030998,2019,4,66.26544408004816,0,0
1031171,2019,4,38.438876431016176,0,0
1031232,2019,4,44.03322294914249,0,0
1031339,2019,4,54.07015815838351,0,0
1031371,2019,4,51.32763440860217,0,0
1031660,2019,4,41.529401214481545,0,0
1031814,2019,4,49.57452000823264,0,0
1031821,2019,4,47.93793699214428,0,0
1031989,2019,4,60.75131693759493,0,0
1032004,2019,4,50.99328739152629,0,0
1032206,2019,4,39.07741069776051,0,0
1032239,2019,4,51.48997720305009,0,0
1032300,2019,4,59.539455626715466,0,0
1032851,2019,4,50.882162834058406,0,0
1033194,2019,4,46.472383599722036,0,0
1033389,2019,4,51.70132467532467,0,0
1033440,2019,4,56.00630906428861,0,0
1033514,2019,4,40.95065739266948,0,0
1033583,2019,4,42.68834229129709,0,0
1033901,2019,4,54.23664277215078,0,0
1033934,2019,4,59.23775528117505,0,0
1034002,2019,4,51.36819555712064,0,0
1034090,2019,4,45.68437941214222,0,0
1034100,2019,4,55.35296625043878,0,0
1034140,2019,4,45.62959149599288,0,0
1034393,2019,4,57.46236699353224,0,0
1034426,2019,4,50.04138708062093,0,0
1034464,2019,4,53.627983193277316,0,0
1034694,2019,4,53.927617218196104,0,0
1035245,2019,4,58.53818364869266,0,0
1035253,2019,4,42.58668121716621,0,0
1035258,2019,4,51.61357504215852,0,0
1035478,2019,4,45.071457679123604,0,0
1035602,2019,4,55.26836863688218,0,0
1035612,2019,4,53.5724814475958,0,0
1035695,2019,4,56.96254783293078,0,0
1035717,2019,4,64.65324244326843,0,0
1035881,2019,4,42.28231525966598,0,0
1036087,2019,4,38.24590348936938,0,0
1036111,2019,4,59.07784728154539,0,0
1036209,2019,4,66.56213840258471,0,0
1036451,2019,4,51.550874253438884,0,0
1036588,2019,4,71.14985523644715,0,0
1036666,2019,4,50.619822409279884,0,0
1036722,2019,4,49.69662573231186,0,0
1036983,2019,4,46.16548409822865,0,0
1037077,2019,4,57.27776215912285,0,0
1037170,2019,4,48.80981511691135,0,0
1037271,2019,4,65.25959164006504,0,0
1037314,2019,4,43.3809345139827,0,0
1037320,2019,4,50.85434959463629,0,0
1037359,2019,4,44.481796459494866,0,0
1037444,2019,4,53.10935629314516,0,0
1037475,2019,4,46.52981530343009,0,0
1037729,2019,4,51.96956895877337,0,0
1037811,2019,4,55.5912196838617,0,0
1037827,2019,4,47.354764857388155,0,0
1037840,2019,4,44.760919005530575,0,0
1037850,2019,4,44.05907412666855,0,0
1037913,2019,4,44.931269438047536,0,0
1037920,2019,4,42.02577142295599,0,0
1038121,2019,4,55.721738411508575,0,0
1038428,2019,4,43.23548322282497,0,0
1038474,2019,4,47.48375167568068,0,0
1038675,2019,4,67.85543251484513,0,0
1038726,2019,4,64.03863280779875,0,0
1039164,2019,4,54.98287378983609,0,0
1039236,2019,4,48.119770368040264,0,0
1039400,2019,4,50.1061269977964,0,0
1039482,2019,4,68.70363630236243,0,0
1039581,2019,4,48.39303042487603,0,0
1039596,2019,4,47.79942489465893,0,0
1039876,2019,4,56.67747686821801,0,0
1039956,2019,4,44.91781150351242,0,0
1040053,2019,4,48.30307379823968,0,0
1040148,2019,4,56.305434845587804,0,0
1040247,2019,4,52.274844804318505,0,0
1040248,2019,4,40.55997950294645,0,0
1040303,2019,4,68.00523282771411,0,0
1040422,2019,4,49.456751467710376,0,0
1040491,2019,4,52.79122240009666,0,0
1040551,2019,4,45.464061771259786,0,0
1040644,2019,4,57.57606789427534,0,0
1040715,2019,4,50.09972522134948,0,0
1040869,2019,4,52.28382243578743,0,0
1040931,2019,4,53.6259399558998,0,0
1041049,2019,4,78.60251088731627,0,0
1041102,2019,4,54.3335874138667,0,0
1041202,2019,4,56.94028178977778,0,0
1041591,2019,4,48.25410226219406,0,0
1041624,2019,4,52.38282211946261,0,0
1041631,2019,4,36.170629770001554,0,0
1041782,2019,4,48.10313800752722,0,0
1022287,2019,4,40.332482065330936,0,0
1022339,2019,4,46.06320840167446,0,0
1022412,2019,4,53.8809742519137,0,0
1022449,2019,4,46.93417134424329,0,0
1022755,2019,4,52.60940919037199,0,0
1022833,2019,4,51.633846935320044,0,0
1022870,2019,4,44.360352003805446,0,0
1022891,2019,4,51.559517328978394,0,0
1022939,2019,4,45.30081595648234,0,0
1023018,2019,4,55.15852901332128,0,0
1023168,2019,4,42.63046177064824,0,0
1023648,2019,4,60.49314031315304,0,0
1023848,2019,4,60.503389078930695,0,0
1023952,2019,4,47.566752563188764,0,0
1024023,2019,4,48.42955696036513,0,0
1024032,2019,4,48.16557381015751,0,0
1024059,2019,4,38.712361809045234,0,0
1024193,2019,4,45.971071464570116,0,0
1024217,2019,4,60.419680376926024,0,0
1024489,2019,4,49.391256371183864,0,0
1024557,2019,4,47.969731954623015,0,0
1024634,2019,4,44.735161495858456,0,0
1024654,2019,4,43.56269501295679,0,0
1024678,2019,4,46.166113914924296,0,0
1024817,2019,4,41.90798885409784,0,0
1024822,2019,4,53.76488469923541,0,0
1024979,2019,4,42.90150347854509,0,0
1025021,2019,4,47.654128594652185,0,0
1025022,2019,4,66.09081485747193,0,0
1025036,2019,4,45.46892959770116,0,0
1025079,2019,4,49.55759540217362,0,0
1025328,2019,4,60.90396583282489,0,0
1025348,2019,4,46.85681321350498,0,0
1025410,2019,4,49.12217445203491,0,0
1025512,2019,4,47.08913755458514,0,0
1025646,2019,4,44.46120767972867,0,0
1025711,2019,4,54.74093559995038,0,0
1025756,2019,4,55.29229508196722,0,0
1025841,2019,4,52.80828835568856,0,0
1026066,2019,4,51.52495936160781,0,0
1026072,2019,4,76.28589275418028,0,0
1026136,2019,4,52.8273847651746,0,0
1026235,2019,4,55.815738154219154,0,0
1026257,2019,4,45.68126013435257,0,0
1026298,2019,4,45.92539374105135,0,0
1026339,2019,4,53.26225751002702,0,0
1026571,2019,4,45.98107287449391,0,0
1026614,2019,4,46.208579640978364,0,0
1026630,2019,4,51.3473869126043,0,0
1026675,2019,4,53.03963091383214,0,0
1026763,2019,4,48.34909242338878,0,0
1026830,2019,4,51.5960120331177,0,0
1027256,2019,4,51.521705188613495,0,0
1027473,2019,4,69.65974426128484,0,0
1027560,2019,4,49.12417697845413,0,0
1027685,2019,4,42.82060707624944,0,0
1027753,2019,4,49.78113198046228,0,0
1027783,2019,4,52.63337636427648,0,0
1028013,2019,4,52.78079248886059,0,0
1028249,2019,4,52.637994075719696,0,0
1028256,2019,4,49.644849556443006,0,0
1028352,2019,4,65.67046090074679,0,0
1028358,2019,4,43.04369170348553,0,0
1028424,2019,4,51.57362242784145,0,0
1028431,2019,4,46.37766743060859,0,0
1028490,2019,4,40.65745704810113,0,0
1028673,2019,4,63.195574141836566,0,0
1028748,2019,4,38.35282878913889,0,0
1028755,2019,4,35.24694307800422,0,0
1028800,2019,4,61.835510787540315,0,0
1029009,2019,4,45.97616848328101,0,0
1029142,2019,4,51.287724368725286,0,0
1029361,2019,4,47.306788511749346,0,0
1029567,2019,4,56.73702588160035,0,0
1029725,2019,4,50.6936672809516,0,0
1029757,2019,4,52.04395545704597,0,0
1030171,2019,4,60.240212279140685,0,0
1030185,2019,4,50.02890229899098,0,0
1030208,2019,4,45.65191249248417,0,0
1031044,2019,4,57.605949236246694,0,0
1031236,2019,4,60.058980642674236,0,0
1031558,2019,4,43.07429420505201,0,0
1031643,2019,4,43.49829730708852,0,0
1031657,2019,4,43.74783529845247,0,0
1031840,2019,4,48.45187893876918,0,0
1031909,2019,4,66.52902612515162,0,0
1032040,2019,4,47.517370775347885,0,0
1032193,2019,4,42.2112794804603,0,0
1032497,2019,4,53.940071984093,0,0
1032767,2019,4,42.77259495917642,0,0
1032812,2019,4,60.25513926892586,0,0
1033140,2019,4,43.93944279786603,0,0
1033151,2019,4,53.30669029685423,0,0
1033224,2019,4,56.10623304717428,0,0
1033348,2019,4,41.28923084535266,0,0
1033548,2019,4,41.82770990642952,0,0
1033644,2019,4,34.15619235026442,0,0
1033737,2019,4,44.428990815804354,0,0
1033803,2019,4,44.97750415052574,0,0
1034538,2019,4,49.95373110238337,0,0
1034567,2019,4,43.12998030601423,0,0
1034630,2019,4,62.53620307797148,0,0
1034737,2019,4,52.36706694873071,0,0
1034792,2019,4,56.47537448606998,0,0
1034952,2019,4,44.64343987194713,0,0
1034970,2019,4,46.472591044623975,0,0
1034989,2019,4,51.885678528675584,0,0
1035459,2019,4,46.936092577147626,0,0
1035473,2019,4,52.98115286804184,0,0
1035660,2019,4,57.12871445478682,0,0
1035756,2019,4,40.49799948524766,0,0
1035848,2019,4,50.46179715474692,0,0
1035936,2019,4,47.44538489413469,0,0
1035974,2019,4,42.94860558846601,0,0
1036408,2019,4,53.851433027880674,0,0
1036567,2019,4,38.562336048598645,0,0
1036805,2019,4,56.72232624113472,0,0
1036914,2019,4,33.96493541322129,0,0
1037034,2019,4,73.73769740552738,0,0
1037161,2019,4,53.45508132299967,0,0
1037180,2019,4,53.64701428665482,0,0
1037350,2019,4,58.356534524370936,0,0
1037432,2019,4,43.680662345500835,0,0
1037652,2019,4,48.327450396556856,0,0
1037735,2019,4,43.739073231060715,0,0
1037921,2019,4,42.123713202095,0,0
1038030,2019,4,66.10952364598,0,0
1038065,2019,4,64.42730772621739,0,0
1038260,2019,4,61.93073293866631,0,0
1038493,2019,4,55.154371965850096,0,0
1038516,2019,4,45.55495950073034,0,0
1038747,2019,4,45.99633806232569,0,0
1038915,2019,4,55.261261261261254,0,0
1039036,2019,4,48.421376025254375,0,0
1039143,2019,4,51.93408051111294,0,0
1039232,2019,4,41.487855427777085,0,0
1039449,2019,4,48.7136175070301,0,0
1039536,2019,4,54.52252675830407,0,0
1039605,2019,4,48.57665438537732,0,0
1039951,2019,4,59.10133294272741,0,0
1040005,2019,4,45.1851369912528,0,0
1040219,2019,4,45.87248417811733,0,0
1040234,2019,4,60.281031719633525,0,0
1040370,2019,4,34.12806546105987,0,0
1040543,2019,4,67.74050028642351,0,0
1040631,2019,4,63.70968922418644,0,0
1040753,2019,4,54.14198966798586,0,0
1040819,2019,4,43.75398696436,0,0
1040894,2019,4,52.90279978869519,0,0
